job_id;job_name;job_status;create_time;update_time;update_staff
1000001;kettle-test1                                                                                        ;1 ;2019/01/25 14:30:16.000000000;2019/01/25 14:30:16.000000000;test-user                                                                                           
1000001;kettle-test1                                                                                        ;1 ;2019/01/25 14:35:36.000000000;2019/01/25 14:35:36.000000000;test-user                                                                                           
1000001;kettle-test1                                                                                        ;1 ;2019/01/25 14:37:13.000000000;2019/01/25 14:37:13.000000000;test-user                                                                                           
1000001;kettle-test1                                                                                        ;1 ;2019/01/25 14:38:14.000000000;2019/01/25 14:38:14.000000000;test-user                                                                                           
1000001;kettle-test1                                                                                        ;1 ;2019/01/25 14:39:10.000000000;2019/01/25 14:39:10.000000000;test-user                                                                                           
1000001;kettle-test1                                                                                        ;1 ;2019/01/25 14:39:44.000000000;2019/01/25 14:39:44.000000000;test-user                                                                                           
1000001;kettle-test1                                                                                        ;1 ;2019/01/25 14:40:24.000000000;2019/01/25 14:40:24.000000000;test-user                                                                                           
1000001;kettle-test1                                                                                        ;1 ;2019/01/25 14:41:42.000000000;2019/01/25 14:41:42.000000000;test-user                                                                                           
1000001;kettle-test1                                                                                        ;1 ;2019/01/25 14:44:38.000000000;2019/01/25 14:44:38.000000000;test-user                                                                                           
1000001;kettle-test1                                                                                        ;1 ;2019/01/25 14:47:31.000000000;2019/01/25 14:47:31.000000000;test-user                                                                                           
1000001;kettle-test1                                                                                        ;1 ;2019/01/25 14:48:49.000000000;2019/01/25 14:48:49.000000000;test-user                                                                                           
1000001;kettle-test1                                                                                        ;1 ;2019/01/25 14:49:51.000000000;2019/01/25 14:49:51.000000000;test-user                                                                                           
1000001;kettle-test1                                                                                        ;1 ;2019/01/25 14:50:40.000000000;2019/01/25 14:50:40.000000000;test-user                                                                                           
1000001;kettle-test1                                                                                        ;1 ;2019/01/25 14:51:57.000000000;2019/01/25 14:51:57.000000000;test-user                                                                                           
1000001;kettle-test1                                                                                        ;1 ;2019/01/25 14:52:52.000000000;2019/01/25 14:52:52.000000000;test-user                                                                                           
1000001;kettle-test1                                                                                        ;1 ;2019/01/25 15:01:03.000000000;2019/01/25 15:01:03.000000000;test-user                                                                                           
1000001;kettle-test1                                                                                        ;1 ;2019/01/25 15:01:25.000000000;2019/01/25 15:01:25.000000000;test-user                                                                                           
1000001;kettle-test1                                                                                        ;1 ;2019/01/25 15:02:09.000000000;2019/01/25 15:02:09.000000000;test-user                                                                                           
1000001;kettle-test1                                                                                        ;1 ;2019/01/25 15:13:18.000000000;2019/01/25 15:13:18.000000000;test-user                                                                                           
1000001;kettle-test1                                                                                        ;1 ;2019/01/25 15:13:37.000000000;2019/01/25 15:13:37.000000000;test-user                                                                                           
1000001;kettle-test1                                                                                        ;1 ;2019/01/25 15:14:09.000000000;2019/01/25 15:14:09.000000000;test-user                                                                                           
